"","bin","value","target","type","location"
"31729",10.2,0,"1 wk ahead","bin","Michigan"
"31730",10.3,0,"1 wk ahead","bin","Michigan"
"31731",10.4,0.001,"1 wk ahead","bin","Michigan"
"31732",10.5,0,"1 wk ahead","bin","Michigan"
"31733",10.6,0,"1 wk ahead","bin","Michigan"
"31734",10.7,0,"1 wk ahead","bin","Michigan"
"31735",10.8,0,"1 wk ahead","bin","Michigan"
"31736",10.9,0,"1 wk ahead","bin","Michigan"
"31737",11,0,"1 wk ahead","bin","Michigan"
"31738",11.1,0,"1 wk ahead","bin","Michigan"
"31739",11.2,0,"1 wk ahead","bin","Michigan"
"31740",11.3,0,"1 wk ahead","bin","Michigan"
"31741",11.4,0,"1 wk ahead","bin","Michigan"
"31742",11.5,0,"1 wk ahead","bin","Michigan"
"31743",11.6,0,"1 wk ahead","bin","Michigan"
"31744",11.7,0,"1 wk ahead","bin","Michigan"
"31745",11.8,0,"1 wk ahead","bin","Michigan"
"31746",11.9,0,"1 wk ahead","bin","Michigan"
"31747",12,0,"1 wk ahead","bin","Michigan"
"31748",12.1,0,"1 wk ahead","bin","Michigan"
"31749",12.2,0,"1 wk ahead","bin","Michigan"
"31750",12.3,0,"1 wk ahead","bin","Michigan"
"31751",12.4,0,"1 wk ahead","bin","Michigan"
"31752",12.5,0,"1 wk ahead","bin","Michigan"
"31753",12.6,0,"1 wk ahead","bin","Michigan"
"31754",12.7,0,"1 wk ahead","bin","Michigan"
"31755",12.8,0,"1 wk ahead","bin","Michigan"
"31756",12.9,0,"1 wk ahead","bin","Michigan"
"31757",13,0,"1 wk ahead","bin","Michigan"
"31758",13.1,0,"1 wk ahead","bin","Michigan"
"31759",13.2,0,"1 wk ahead","bin","Michigan"
"31760",13.3,0,"1 wk ahead","bin","Michigan"
"31761",13.4,0,"1 wk ahead","bin","Michigan"
"31762",13.5,0,"1 wk ahead","bin","Michigan"
"31763",13.6,0,"1 wk ahead","bin","Michigan"
"31764",13.7,0,"1 wk ahead","bin","Michigan"
"31765",13.8,0,"1 wk ahead","bin","Michigan"
"31766",13.9,0,"1 wk ahead","bin","Michigan"
"31767",14,0,"1 wk ahead","bin","Michigan"
"31768",14.1,0,"1 wk ahead","bin","Michigan"
"31769",14.2,0,"1 wk ahead","bin","Michigan"
"31770",14.3,0,"1 wk ahead","bin","Michigan"
"31771",14.4,0,"1 wk ahead","bin","Michigan"
"31772",14.5,0,"1 wk ahead","bin","Michigan"
"31773",14.6,0,"1 wk ahead","bin","Michigan"
"31774",14.7,0,"1 wk ahead","bin","Michigan"
"31775",14.8,0,"1 wk ahead","bin","Michigan"
"31776",14.9,0,"1 wk ahead","bin","Michigan"
"31777",15,0,"1 wk ahead","bin","Michigan"
"31778",15.1,0,"1 wk ahead","bin","Michigan"
"31779",15.2,0,"1 wk ahead","bin","Michigan"
"31780",15.3,0,"1 wk ahead","bin","Michigan"
"31781",15.4,0,"1 wk ahead","bin","Michigan"
"31782",15.5,0,"1 wk ahead","bin","Michigan"
"31783",15.6,0,"1 wk ahead","bin","Michigan"
"31784",15.7,0,"1 wk ahead","bin","Michigan"
"31785",15.8,0,"1 wk ahead","bin","Michigan"
"31786",15.9,0,"1 wk ahead","bin","Michigan"
"31787",16,0,"1 wk ahead","bin","Michigan"
"31788",16.1,0,"1 wk ahead","bin","Michigan"
"31789",16.2,0,"1 wk ahead","bin","Michigan"
"31790",16.3,0,"1 wk ahead","bin","Michigan"
"31791",16.4,0,"1 wk ahead","bin","Michigan"
"31792",16.5,0,"1 wk ahead","bin","Michigan"
"31793",16.6,0,"1 wk ahead","bin","Michigan"
"31794",16.7,0,"1 wk ahead","bin","Michigan"
"31795",16.8,0,"1 wk ahead","bin","Michigan"
"31796",16.9,0,"1 wk ahead","bin","Michigan"
"31797",17,0,"1 wk ahead","bin","Michigan"
"31798",17.1,0,"1 wk ahead","bin","Michigan"
"31799",17.2,0,"1 wk ahead","bin","Michigan"
"31800",17.3,0,"1 wk ahead","bin","Michigan"
"31801",17.4,0,"1 wk ahead","bin","Michigan"
"31802",17.5,0,"1 wk ahead","bin","Michigan"
"31803",17.6,0,"1 wk ahead","bin","Michigan"
"31804",17.7,0,"1 wk ahead","bin","Michigan"
"31805",17.8,0,"1 wk ahead","bin","Michigan"
"31806",17.9,0,"1 wk ahead","bin","Michigan"
"31807",18,0,"1 wk ahead","bin","Michigan"
"31808",18.1,0,"1 wk ahead","bin","Michigan"
"31809",18.2,0,"1 wk ahead","bin","Michigan"
"31810",18.3,0,"1 wk ahead","bin","Michigan"
"31811",18.4,0,"1 wk ahead","bin","Michigan"
"31812",18.5,0,"1 wk ahead","bin","Michigan"
"31813",18.6,0,"1 wk ahead","bin","Michigan"
"31814",18.7,0,"1 wk ahead","bin","Michigan"
"31815",18.8,0,"1 wk ahead","bin","Michigan"
"31816",18.9,0,"1 wk ahead","bin","Michigan"
"31817",19,0,"1 wk ahead","bin","Michigan"
"31818",19.1,0,"1 wk ahead","bin","Michigan"
"31819",19.2,0,"1 wk ahead","bin","Michigan"
"31820",19.3,0,"1 wk ahead","bin","Michigan"
"31821",19.4,0,"1 wk ahead","bin","Michigan"
"31822",19.5,0,"1 wk ahead","bin","Michigan"
"31823",19.6,0,"1 wk ahead","bin","Michigan"
"31824",19.7,0,"1 wk ahead","bin","Michigan"
"31825",19.8,0,"1 wk ahead","bin","Michigan"
"31826",19.9,0,"1 wk ahead","bin","Michigan"
"31827",20,0,"1 wk ahead","bin","Michigan"
"31828",20.1,0,"1 wk ahead","bin","Michigan"
"31829",20.2,0,"1 wk ahead","bin","Michigan"
"31830",20.3,0,"1 wk ahead","bin","Michigan"
"31831",20.4,0,"1 wk ahead","bin","Michigan"
"31832",20.5,0,"1 wk ahead","bin","Michigan"
"31833",20.6,0,"1 wk ahead","bin","Michigan"
"31834",20.7,0,"1 wk ahead","bin","Michigan"
"31835",20.8,0,"1 wk ahead","bin","Michigan"
"31836",20.9,0,"1 wk ahead","bin","Michigan"
"31837",21,0,"1 wk ahead","bin","Michigan"
"31838",21.1,0,"1 wk ahead","bin","Michigan"
"31839",21.2,0,"1 wk ahead","bin","Michigan"
"31840",21.3,0,"1 wk ahead","bin","Michigan"
"31841",21.4,0,"1 wk ahead","bin","Michigan"
"31842",21.5,0,"1 wk ahead","bin","Michigan"
"31843",21.6,0,"1 wk ahead","bin","Michigan"
"31844",21.7,0,"1 wk ahead","bin","Michigan"
"31845",21.8,0,"1 wk ahead","bin","Michigan"
"31846",21.9,0,"1 wk ahead","bin","Michigan"
"31847",22,0,"1 wk ahead","bin","Michigan"
"31848",22.1,0,"1 wk ahead","bin","Michigan"
"31849",22.2,0,"1 wk ahead","bin","Michigan"
"31850",22.3,0,"1 wk ahead","bin","Michigan"
"31851",22.4,0,"1 wk ahead","bin","Michigan"
"31852",22.5,0,"1 wk ahead","bin","Michigan"
"31853",22.6,0,"1 wk ahead","bin","Michigan"
"31854",22.7,0,"1 wk ahead","bin","Michigan"
"31855",22.8,0,"1 wk ahead","bin","Michigan"
"31856",22.9,0,"1 wk ahead","bin","Michigan"
"31857",23,0,"1 wk ahead","bin","Michigan"
"31858",23.1,0,"1 wk ahead","bin","Michigan"
"31859",23.2,0,"1 wk ahead","bin","Michigan"
"31860",23.3,0,"1 wk ahead","bin","Michigan"
"31861",23.4,0,"1 wk ahead","bin","Michigan"
"31862",23.5,0,"1 wk ahead","bin","Michigan"
"31863",23.6,0,"1 wk ahead","bin","Michigan"
"31864",23.7,0,"1 wk ahead","bin","Michigan"
"31865",23.8,0,"1 wk ahead","bin","Michigan"
"31866",23.9,0,"1 wk ahead","bin","Michigan"
"31867",24,0,"1 wk ahead","bin","Michigan"
"31868",24.1,0,"1 wk ahead","bin","Michigan"
"31869",24.2,0,"1 wk ahead","bin","Michigan"
"31870",24.3,0,"1 wk ahead","bin","Michigan"
"31871",24.4,0,"1 wk ahead","bin","Michigan"
"31872",24.5,0,"1 wk ahead","bin","Michigan"
"31873",24.6,0,"1 wk ahead","bin","Michigan"
"31874",24.7,0,"1 wk ahead","bin","Michigan"
"31875",24.8,0,"1 wk ahead","bin","Michigan"
"31876",24.9,0,"1 wk ahead","bin","Michigan"
"31877",25,0,"1 wk ahead","bin","Michigan"
"31878",0,0,"2 wk ahead","bin","Michigan"
"31879",0.1,0,"2 wk ahead","bin","Michigan"
"31880",0.2,0,"2 wk ahead","bin","Michigan"
"31881",0.3,0,"2 wk ahead","bin","Michigan"
"31882",0.4,0.011,"2 wk ahead","bin","Michigan"
"31883",0.5,0.021,"2 wk ahead","bin","Michigan"
"31884",0.6,0.026,"2 wk ahead","bin","Michigan"
"31885",0.7,0.045,"2 wk ahead","bin","Michigan"
"31886",0.8,0.048,"2 wk ahead","bin","Michigan"
"31887",0.9,0.063,"2 wk ahead","bin","Michigan"
"31888",1,0.062,"2 wk ahead","bin","Michigan"
"31889",1.1,0.07,"2 wk ahead","bin","Michigan"
"31890",1.2,0.09,"2 wk ahead","bin","Michigan"
"31891",1.3,0.068,"2 wk ahead","bin","Michigan"
"31892",1.4,0.079,"2 wk ahead","bin","Michigan"
"31893",1.5,0.079,"2 wk ahead","bin","Michigan"
"31894",1.6,0.052,"2 wk ahead","bin","Michigan"
"31895",1.7,0.039,"2 wk ahead","bin","Michigan"
"31896",1.8,0.042,"2 wk ahead","bin","Michigan"
"31897",1.9,0.036,"2 wk ahead","bin","Michigan"
"31898",2,0.029,"2 wk ahead","bin","Michigan"
"31899",2.1,0.027,"2 wk ahead","bin","Michigan"
"31900",2.2,0.021,"2 wk ahead","bin","Michigan"
"31901",2.3,0.012,"2 wk ahead","bin","Michigan"
"31902",2.4,0.01,"2 wk ahead","bin","Michigan"
"31903",2.5,0.012,"2 wk ahead","bin","Michigan"
"31904",2.6,0.009,"2 wk ahead","bin","Michigan"
"31905",2.7,0.008,"2 wk ahead","bin","Michigan"
"31906",2.8,0.008,"2 wk ahead","bin","Michigan"
"31907",2.9,0.009,"2 wk ahead","bin","Michigan"
"31908",3,0.002,"2 wk ahead","bin","Michigan"
"31909",3.1,0.004,"2 wk ahead","bin","Michigan"
"31910",3.2,0.003,"2 wk ahead","bin","Michigan"
"31911",3.3,0.002,"2 wk ahead","bin","Michigan"
"31912",3.4,0.003,"2 wk ahead","bin","Michigan"
"31913",3.5,0,"2 wk ahead","bin","Michigan"
"31914",3.6,0.002,"2 wk ahead","bin","Michigan"
"31915",3.7,0.001,"2 wk ahead","bin","Michigan"
"31916",3.8,0.001,"2 wk ahead","bin","Michigan"
"31917",3.9,0.002,"2 wk ahead","bin","Michigan"
"31918",4,0,"2 wk ahead","bin","Michigan"
"31919",4.1,0,"2 wk ahead","bin","Michigan"
"31920",4.2,0.001,"2 wk ahead","bin","Michigan"
"31921",4.3,0.001,"2 wk ahead","bin","Michigan"
"31922",4.4,0,"2 wk ahead","bin","Michigan"
"31923",4.5,0,"2 wk ahead","bin","Michigan"
"31924",4.6,0.001,"2 wk ahead","bin","Michigan"
"31925",4.7,0,"2 wk ahead","bin","Michigan"
"31926",4.8,0,"2 wk ahead","bin","Michigan"
"31927",4.9,0,"2 wk ahead","bin","Michigan"
"31928",5,0,"2 wk ahead","bin","Michigan"
"31929",5.1,0,"2 wk ahead","bin","Michigan"
"31930",5.2,0.001,"2 wk ahead","bin","Michigan"
"31931",5.3,0,"2 wk ahead","bin","Michigan"
"31932",5.4,0,"2 wk ahead","bin","Michigan"
"31933",5.5,0,"2 wk ahead","bin","Michigan"
"31934",5.6,0,"2 wk ahead","bin","Michigan"
"31935",5.7,0,"2 wk ahead","bin","Michigan"
"31936",5.8,0,"2 wk ahead","bin","Michigan"
"31937",5.9,0,"2 wk ahead","bin","Michigan"
"31938",6,0,"2 wk ahead","bin","Michigan"
"31939",6.1,0,"2 wk ahead","bin","Michigan"
"31940",6.2,0,"2 wk ahead","bin","Michigan"
"31941",6.3,0,"2 wk ahead","bin","Michigan"
"31942",6.4,0,"2 wk ahead","bin","Michigan"
"31943",6.5,0,"2 wk ahead","bin","Michigan"
"31944",6.6,0,"2 wk ahead","bin","Michigan"
"31945",6.7,0,"2 wk ahead","bin","Michigan"
"31946",6.8,0,"2 wk ahead","bin","Michigan"
"31947",6.9,0,"2 wk ahead","bin","Michigan"
"31948",7,0,"2 wk ahead","bin","Michigan"
"31949",7.1,0,"2 wk ahead","bin","Michigan"
"31950",7.2,0,"2 wk ahead","bin","Michigan"
"31951",7.3,0,"2 wk ahead","bin","Michigan"
"31952",7.4,0,"2 wk ahead","bin","Michigan"
"31953",7.5,0,"2 wk ahead","bin","Michigan"
"31954",7.6,0,"2 wk ahead","bin","Michigan"
"31955",7.7,0,"2 wk ahead","bin","Michigan"
"31956",7.8,0,"2 wk ahead","bin","Michigan"
"31957",7.9,0,"2 wk ahead","bin","Michigan"
"31958",8,0,"2 wk ahead","bin","Michigan"
"31959",8.1,0,"2 wk ahead","bin","Michigan"
"31960",8.2,0,"2 wk ahead","bin","Michigan"
"31961",8.3,0,"2 wk ahead","bin","Michigan"
"31962",8.4,0,"2 wk ahead","bin","Michigan"
"31963",8.5,0,"2 wk ahead","bin","Michigan"
"31964",8.6,0,"2 wk ahead","bin","Michigan"
"31965",8.7,0,"2 wk ahead","bin","Michigan"
"31966",8.8,0,"2 wk ahead","bin","Michigan"
"31967",8.9,0,"2 wk ahead","bin","Michigan"
"31968",9,0,"2 wk ahead","bin","Michigan"
"31969",9.1,0,"2 wk ahead","bin","Michigan"
"31970",9.2,0,"2 wk ahead","bin","Michigan"
"31971",9.3,0,"2 wk ahead","bin","Michigan"
"31972",9.4,0,"2 wk ahead","bin","Michigan"
"31973",9.5,0,"2 wk ahead","bin","Michigan"
"31974",9.6,0,"2 wk ahead","bin","Michigan"
"31975",9.7,0,"2 wk ahead","bin","Michigan"
"31976",9.8,0,"2 wk ahead","bin","Michigan"
"31977",9.9,0,"2 wk ahead","bin","Michigan"
"31978",10,0,"2 wk ahead","bin","Michigan"
"31979",10.1,0,"2 wk ahead","bin","Michigan"
"31980",10.2,0,"2 wk ahead","bin","Michigan"
"31981",10.3,0,"2 wk ahead","bin","Michigan"
"31982",10.4,0,"2 wk ahead","bin","Michigan"
"31983",10.5,0,"2 wk ahead","bin","Michigan"
"31984",10.6,0,"2 wk ahead","bin","Michigan"
"31985",10.7,0,"2 wk ahead","bin","Michigan"
"31986",10.8,0,"2 wk ahead","bin","Michigan"
"31987",10.9,0,"2 wk ahead","bin","Michigan"
"31988",11,0,"2 wk ahead","bin","Michigan"
"31989",11.1,0,"2 wk ahead","bin","Michigan"
"31990",11.2,0,"2 wk ahead","bin","Michigan"
"31991",11.3,0,"2 wk ahead","bin","Michigan"
"31992",11.4,0,"2 wk ahead","bin","Michigan"
"31993",11.5,0,"2 wk ahead","bin","Michigan"
"31994",11.6,0,"2 wk ahead","bin","Michigan"
"31995",11.7,0,"2 wk ahead","bin","Michigan"
"31996",11.8,0,"2 wk ahead","bin","Michigan"
"31997",11.9,0,"2 wk ahead","bin","Michigan"
"31998",12,0,"2 wk ahead","bin","Michigan"
"31999",12.1,0,"2 wk ahead","bin","Michigan"
"32000",12.2,0,"2 wk ahead","bin","Michigan"
"32001",12.3,0,"2 wk ahead","bin","Michigan"
"32002",12.4,0,"2 wk ahead","bin","Michigan"
"32003",12.5,0,"2 wk ahead","bin","Michigan"
"32004",12.6,0,"2 wk ahead","bin","Michigan"
"32005",12.7,0,"2 wk ahead","bin","Michigan"
"32006",12.8,0,"2 wk ahead","bin","Michigan"
"32007",12.9,0,"2 wk ahead","bin","Michigan"
"32008",13,0,"2 wk ahead","bin","Michigan"
"32009",13.1,0,"2 wk ahead","bin","Michigan"
"32010",13.2,0,"2 wk ahead","bin","Michigan"
"32011",13.3,0,"2 wk ahead","bin","Michigan"
"32012",13.4,0,"2 wk ahead","bin","Michigan"
"32013",13.5,0,"2 wk ahead","bin","Michigan"
"32014",13.6,0,"2 wk ahead","bin","Michigan"
"32015",13.7,0,"2 wk ahead","bin","Michigan"
"32016",13.8,0,"2 wk ahead","bin","Michigan"
"32017",13.9,0,"2 wk ahead","bin","Michigan"
"32018",14,0,"2 wk ahead","bin","Michigan"
"32019",14.1,0,"2 wk ahead","bin","Michigan"
"32020",14.2,0,"2 wk ahead","bin","Michigan"
"32021",14.3,0,"2 wk ahead","bin","Michigan"
"32022",14.4,0,"2 wk ahead","bin","Michigan"
"32023",14.5,0,"2 wk ahead","bin","Michigan"
"32024",14.6,0,"2 wk ahead","bin","Michigan"
"32025",14.7,0,"2 wk ahead","bin","Michigan"
"32026",14.8,0,"2 wk ahead","bin","Michigan"
"32027",14.9,0,"2 wk ahead","bin","Michigan"
"32028",15,0,"2 wk ahead","bin","Michigan"
"32029",15.1,0,"2 wk ahead","bin","Michigan"
"32030",15.2,0,"2 wk ahead","bin","Michigan"
"32031",15.3,0,"2 wk ahead","bin","Michigan"
"32032",15.4,0,"2 wk ahead","bin","Michigan"
"32033",15.5,0,"2 wk ahead","bin","Michigan"
"32034",15.6,0,"2 wk ahead","bin","Michigan"
"32035",15.7,0,"2 wk ahead","bin","Michigan"
"32036",15.8,0,"2 wk ahead","bin","Michigan"
"32037",15.9,0,"2 wk ahead","bin","Michigan"
"32038",16,0,"2 wk ahead","bin","Michigan"
"32039",16.1,0,"2 wk ahead","bin","Michigan"
"32040",16.2,0,"2 wk ahead","bin","Michigan"
"32041",16.3,0,"2 wk ahead","bin","Michigan"
"32042",16.4,0,"2 wk ahead","bin","Michigan"
"32043",16.5,0,"2 wk ahead","bin","Michigan"
"32044",16.6,0,"2 wk ahead","bin","Michigan"
"32045",16.7,0,"2 wk ahead","bin","Michigan"
"32046",16.8,0,"2 wk ahead","bin","Michigan"
"32047",16.9,0,"2 wk ahead","bin","Michigan"
"32048",17,0,"2 wk ahead","bin","Michigan"
"32049",17.1,0,"2 wk ahead","bin","Michigan"
"32050",17.2,0,"2 wk ahead","bin","Michigan"
"32051",17.3,0,"2 wk ahead","bin","Michigan"
"32052",17.4,0,"2 wk ahead","bin","Michigan"
"32053",17.5,0,"2 wk ahead","bin","Michigan"
"32054",17.6,0,"2 wk ahead","bin","Michigan"
"32055",17.7,0,"2 wk ahead","bin","Michigan"
"32056",17.8,0,"2 wk ahead","bin","Michigan"
"32057",17.9,0,"2 wk ahead","bin","Michigan"
"32058",18,0,"2 wk ahead","bin","Michigan"
"32059",18.1,0,"2 wk ahead","bin","Michigan"
"32060",18.2,0,"2 wk ahead","bin","Michigan"
"32061",18.3,0,"2 wk ahead","bin","Michigan"
"32062",18.4,0,"2 wk ahead","bin","Michigan"
"32063",18.5,0,"2 wk ahead","bin","Michigan"
"32064",18.6,0,"2 wk ahead","bin","Michigan"
"32065",18.7,0,"2 wk ahead","bin","Michigan"
"32066",18.8,0,"2 wk ahead","bin","Michigan"
"32067",18.9,0,"2 wk ahead","bin","Michigan"
"32068",19,0,"2 wk ahead","bin","Michigan"
"32069",19.1,0,"2 wk ahead","bin","Michigan"
"32070",19.2,0,"2 wk ahead","bin","Michigan"
"32071",19.3,0,"2 wk ahead","bin","Michigan"
"32072",19.4,0,"2 wk ahead","bin","Michigan"
"32073",19.5,0,"2 wk ahead","bin","Michigan"
"32074",19.6,0,"2 wk ahead","bin","Michigan"
"32075",19.7,0,"2 wk ahead","bin","Michigan"
"32076",19.8,0,"2 wk ahead","bin","Michigan"
"32077",19.9,0,"2 wk ahead","bin","Michigan"
"32078",20,0,"2 wk ahead","bin","Michigan"
"32079",20.1,0,"2 wk ahead","bin","Michigan"
"32080",20.2,0,"2 wk ahead","bin","Michigan"
"32081",20.3,0,"2 wk ahead","bin","Michigan"
"32082",20.4,0,"2 wk ahead","bin","Michigan"
"32083",20.5,0,"2 wk ahead","bin","Michigan"
"32084",20.6,0,"2 wk ahead","bin","Michigan"
"32085",20.7,0,"2 wk ahead","bin","Michigan"
"32086",20.8,0,"2 wk ahead","bin","Michigan"
"32087",20.9,0,"2 wk ahead","bin","Michigan"
"32088",21,0,"2 wk ahead","bin","Michigan"
"32089",21.1,0,"2 wk ahead","bin","Michigan"
"32090",21.2,0,"2 wk ahead","bin","Michigan"
"32091",21.3,0,"2 wk ahead","bin","Michigan"
"32092",21.4,0,"2 wk ahead","bin","Michigan"
"32093",21.5,0,"2 wk ahead","bin","Michigan"
"32094",21.6,0,"2 wk ahead","bin","Michigan"
"32095",21.7,0,"2 wk ahead","bin","Michigan"
"32096",21.8,0,"2 wk ahead","bin","Michigan"
"32097",21.9,0,"2 wk ahead","bin","Michigan"
"32098",22,0,"2 wk ahead","bin","Michigan"
"32099",22.1,0,"2 wk ahead","bin","Michigan"
"32100",22.2,0,"2 wk ahead","bin","Michigan"
"32101",22.3,0,"2 wk ahead","bin","Michigan"
"32102",22.4,0,"2 wk ahead","bin","Michigan"
"32103",22.5,0,"2 wk ahead","bin","Michigan"
"32104",22.6,0,"2 wk ahead","bin","Michigan"
"32105",22.7,0,"2 wk ahead","bin","Michigan"
"32106",22.8,0,"2 wk ahead","bin","Michigan"
"32107",22.9,0,"2 wk ahead","bin","Michigan"
"32108",23,0,"2 wk ahead","bin","Michigan"
"32109",23.1,0,"2 wk ahead","bin","Michigan"
"32110",23.2,0,"2 wk ahead","bin","Michigan"
"32111",23.3,0,"2 wk ahead","bin","Michigan"
"32112",23.4,0,"2 wk ahead","bin","Michigan"
"32113",23.5,0,"2 wk ahead","bin","Michigan"
"32114",23.6,0,"2 wk ahead","bin","Michigan"
"32115",23.7,0,"2 wk ahead","bin","Michigan"
"32116",23.8,0,"2 wk ahead","bin","Michigan"
"32117",23.9,0,"2 wk ahead","bin","Michigan"
"32118",24,0,"2 wk ahead","bin","Michigan"
"32119",24.1,0,"2 wk ahead","bin","Michigan"
"32120",24.2,0,"2 wk ahead","bin","Michigan"
"32121",24.3,0,"2 wk ahead","bin","Michigan"
"32122",24.4,0,"2 wk ahead","bin","Michigan"
"32123",24.5,0,"2 wk ahead","bin","Michigan"
"32124",24.6,0,"2 wk ahead","bin","Michigan"
"32125",24.7,0,"2 wk ahead","bin","Michigan"
"32126",24.8,0,"2 wk ahead","bin","Michigan"
"32127",24.9,0,"2 wk ahead","bin","Michigan"
"32128",25,0,"2 wk ahead","bin","Michigan"
"32129",0,0,"3 wk ahead","bin","Michigan"
"32130",0.1,0.002,"3 wk ahead","bin","Michigan"
"32131",0.2,0.001,"3 wk ahead","bin","Michigan"
"32132",0.3,0.006,"3 wk ahead","bin","Michigan"
"32133",0.4,0.016,"3 wk ahead","bin","Michigan"
"32134",0.5,0.022,"3 wk ahead","bin","Michigan"
"32135",0.6,0.039,"3 wk ahead","bin","Michigan"
"32136",0.7,0.043,"3 wk ahead","bin","Michigan"
"32137",0.8,0.058,"3 wk ahead","bin","Michigan"
"32138",0.9,0.061,"3 wk ahead","bin","Michigan"
"32139",1,0.066,"3 wk ahead","bin","Michigan"
"32140",1.1,0.063,"3 wk ahead","bin","Michigan"
"32141",1.2,0.064,"3 wk ahead","bin","Michigan"
"32142",1.3,0.062,"3 wk ahead","bin","Michigan"
"32143",1.4,0.049,"3 wk ahead","bin","Michigan"
"32144",1.5,0.049,"3 wk ahead","bin","Michigan"
"32145",1.6,0.05,"3 wk ahead","bin","Michigan"
"32146",1.7,0.041,"3 wk ahead","bin","Michigan"
"32147",1.8,0.043,"3 wk ahead","bin","Michigan"
"32148",1.9,0.045,"3 wk ahead","bin","Michigan"
"32149",2,0.037,"3 wk ahead","bin","Michigan"
"32150",2.1,0.022,"3 wk ahead","bin","Michigan"
"32151",2.2,0.035,"3 wk ahead","bin","Michigan"
"32152",2.3,0.013,"3 wk ahead","bin","Michigan"
"32153",2.4,0.021,"3 wk ahead","bin","Michigan"
"32154",2.5,0.021,"3 wk ahead","bin","Michigan"
"32155",2.6,0.009,"3 wk ahead","bin","Michigan"
"32156",2.7,0.014,"3 wk ahead","bin","Michigan"
"32157",2.8,0.003,"3 wk ahead","bin","Michigan"
"32158",2.9,0.008,"3 wk ahead","bin","Michigan"
"32159",3,0.008,"3 wk ahead","bin","Michigan"
"32160",3.1,0.006,"3 wk ahead","bin","Michigan"
"32161",3.2,0.001,"3 wk ahead","bin","Michigan"
"32162",3.3,0.004,"3 wk ahead","bin","Michigan"
"32163",3.4,0.002,"3 wk ahead","bin","Michigan"
"32164",3.5,0.003,"3 wk ahead","bin","Michigan"
"32165",3.6,0,"3 wk ahead","bin","Michigan"
"32166",3.7,0.001,"3 wk ahead","bin","Michigan"
"32167",3.8,0.002,"3 wk ahead","bin","Michigan"
"32168",3.9,0,"3 wk ahead","bin","Michigan"
"32169",4,0.003,"3 wk ahead","bin","Michigan"
"32170",4.1,0.001,"3 wk ahead","bin","Michigan"
"32171",4.2,0.001,"3 wk ahead","bin","Michigan"
"32172",4.3,0,"3 wk ahead","bin","Michigan"
"32173",4.4,0.002,"3 wk ahead","bin","Michigan"
"32174",4.5,0,"3 wk ahead","bin","Michigan"
"32175",4.6,0,"3 wk ahead","bin","Michigan"
"32176",4.7,0.001,"3 wk ahead","bin","Michigan"
"32177",4.8,0.001,"3 wk ahead","bin","Michigan"
"32178",4.9,0,"3 wk ahead","bin","Michigan"
"32179",5,0.001,"3 wk ahead","bin","Michigan"
"32180",5.1,0,"3 wk ahead","bin","Michigan"
"32181",5.2,0,"3 wk ahead","bin","Michigan"
"32182",5.3,0,"3 wk ahead","bin","Michigan"
"32183",5.4,0,"3 wk ahead","bin","Michigan"
"32184",5.5,0,"3 wk ahead","bin","Michigan"
"32185",5.6,0,"3 wk ahead","bin","Michigan"
"32186",5.7,0,"3 wk ahead","bin","Michigan"
"32187",5.8,0,"3 wk ahead","bin","Michigan"
"32188",5.9,0,"3 wk ahead","bin","Michigan"
"32189",6,0,"3 wk ahead","bin","Michigan"
"32190",6.1,0,"3 wk ahead","bin","Michigan"
"32191",6.2,0,"3 wk ahead","bin","Michigan"
"32192",6.3,0,"3 wk ahead","bin","Michigan"
"32193",6.4,0,"3 wk ahead","bin","Michigan"
"32194",6.5,0,"3 wk ahead","bin","Michigan"
"32195",6.6,0,"3 wk ahead","bin","Michigan"
"32196",6.7,0,"3 wk ahead","bin","Michigan"
"32197",6.8,0,"3 wk ahead","bin","Michigan"
"32198",6.9,0,"3 wk ahead","bin","Michigan"
"32199",7,0,"3 wk ahead","bin","Michigan"
"32200",7.1,0,"3 wk ahead","bin","Michigan"
"32201",7.2,0,"3 wk ahead","bin","Michigan"
"32202",7.3,0,"3 wk ahead","bin","Michigan"
"32203",7.4,0,"3 wk ahead","bin","Michigan"
"32204",7.5,0,"3 wk ahead","bin","Michigan"
"32205",7.6,0,"3 wk ahead","bin","Michigan"
"32206",7.7,0,"3 wk ahead","bin","Michigan"
"32207",7.8,0,"3 wk ahead","bin","Michigan"
"32208",7.9,0,"3 wk ahead","bin","Michigan"
"32209",8,0,"3 wk ahead","bin","Michigan"
"32210",8.1,0,"3 wk ahead","bin","Michigan"
"32211",8.2,0,"3 wk ahead","bin","Michigan"
"32212",8.3,0,"3 wk ahead","bin","Michigan"
"32213",8.4,0,"3 wk ahead","bin","Michigan"
"32214",8.5,0,"3 wk ahead","bin","Michigan"
"32215",8.6,0,"3 wk ahead","bin","Michigan"
"32216",8.7,0,"3 wk ahead","bin","Michigan"
"32217",8.8,0,"3 wk ahead","bin","Michigan"
"32218",8.9,0,"3 wk ahead","bin","Michigan"
"32219",9,0,"3 wk ahead","bin","Michigan"
"32220",9.1,0,"3 wk ahead","bin","Michigan"
"32221",9.2,0,"3 wk ahead","bin","Michigan"
"32222",9.3,0,"3 wk ahead","bin","Michigan"
"32223",9.4,0,"3 wk ahead","bin","Michigan"
"32224",9.5,0,"3 wk ahead","bin","Michigan"
"32225",9.6,0,"3 wk ahead","bin","Michigan"
